child_id,child_gender,child_age_rounded,age_days,age,condition,counterbalance,attn1,attn2,test,attn3,rachel_false_belief,diana_false_belief,allie_false_belief,mean_fb,num_speakers,coding_experience,smartphone_frequency,smart_speaker_frequency,voice_assistant_frequency,pass_attn1,pass_attn2,pass_attn3,pass_all_attn,chose_song_1,age_months,floor_age,va_daily,ss_daily,multiSSexperience
NPVQNQ,m,1740,1753,4.79945243,AI,4,wheels,spider,wheels,1,0,0,0,0,1,no experience with coding,About once a week,About once a week,About once a week,1,1,1,1,1,57.63224513,4,FALSE,FALSE,FALSE
NSQ3X6,f,3420,3411,9.338809035,AI,1,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,About once a day,,,1,1,1,1,1,112.1412368,9,,,FALSE
NSYUD6,f,3930,3934,10.770705,Person,4,wheels,spider,wheels,1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1,129.3355689,10,TRUE,TRUE,FALSE
NY2cZA,f,3510,3518,9.631759069,AI,4,wheels,spider,wheels,1,1,1,1,1,4,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a day,About once a week,1,1,1,1,1,115.6590065,9,FALSE,TRUE,TRUE
NZcKZR,m,2490,2476,6.778918549,AI,4,wheels,spider,wheels,1,1,1,1,1,2,,Several times a day,About once a day,Several times a day,1,1,1,1,1,81.40184765,6,TRUE,TRUE,TRUE
NZKdcH,f,1530,1543,4.224503765,AI,4,wheels,spider,wheels,1,1,1,1,1,4,no experience with coding,Several times a day,Never,Never,1,1,1,1,1,50.7282112,4,FALSE,FALSE,TRUE
P2JCDF,m,1740,1739,4.761122519,Person,1,spider,wheels,spider,1,0,1,1,0.666666667,,no experience with coding,,,,1,1,1,1,1,57.1719762,4,,,
,,,3313,9.070499658,AI,1,spider,wheels,spider,1,1,1,0,0.666666667,0,no experience with coding,About once a week,,,1,1,1,1,1,108.9193543,9,,,FALSE
P7Md7Y,f,4230,4204,11.50992471,AI,1,spider,wheels,spider,1,1,1,1,1,,coding class at school,About once a day,About once a day,About once a week,1,1,1,1,1,138.212184,11,FALSE,TRUE,
P7Md7Y,f,4230,4204,11.50992471,AI,4,wheels,spider,spider,1,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a week,1,1,1,1,0,138.212184,11,FALSE,TRUE,FALSE
PBLZWN,f,5190,5197,14.22861054,Person,2,wheels,spider,wheels,1,1,1,1,1,4,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1,170.8584016,14,TRUE,TRUE,TRUE
PcR4BM,m,1980,1982,5.42642026,AI,3,spider,wheels,spider,1,1,1,1,1,3,no experience with coding,About once a day,,Several times a day,1,1,1,1,1,65.16092974,5,TRUE,,TRUE
PCWHCD,m,4080,4080,11.17043121,AI,4,wheels,spider,spider,1,1,1,1,1,3,coding class at school,About once a week,About once a day,Several times a day,1,1,1,1,0,134.1355163,11,TRUE,TRUE,TRUE
PF76LW,m,5100,5091,13.93839836,AI,2,wheels,spider,spider,1,1,1,1,1,2,after school programs or camps related to coding,Several times a day,Several times a day,About once a day,1,1,1,1,0,167.3735082,13,TRUE,TRUE,TRUE
PHK3XR,f,2610,2609,7.143052704,Person,2,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1,85.77440247,7,TRUE,TRUE,TRUE
PK2YGJ,m,4200,4201,11.50171116,Person,4,wheels,spider,wheels,1,1,1,1,1,2,after school programs or camps related to coding,About once a day,About once a day,About once a day,1,1,1,1,1,138.1135549,11,TRUE,TRUE,TRUE
PKXKVJ,,,3179,8.703627652,Person,4,wheels,spider,wheels,1,1,1,1,1,4,after school programs or camps related to coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,104.5139231,8,TRUE,TRUE,TRUE
PRPWZF,f,2220,2231,6.108145106,Person,2,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,Several times a day,About once a day,About once a week,1,1,1,1,1,73.3471414,6,FALSE,TRUE,FALSE
ZU2PLS,f,3270,4608,12.61601643,Person,3,spider,wheels,spider,1,1,1,1,1,,,,,,1,1,1,1,1,151.4942302,12,,,
,,,4608,12.61601643,Person,1,spider,wheels,spider,1,1,1,1,1,,,About once a day,Less than once a week,,1,1,1,1,1,151.4942302,12,,FALSE,
PWRD2W,f,3240,3252,8.90349076,Person,3,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,Several times a day,Never,Never,1,1,1,1,1,106.9138968,8,FALSE,FALSE,FALSE
,,,1495,4.093086927,Person,2,wheels,spider,wheels,1,1,0,0,0.333333333,,,About once a week,,,1,1,1,1,1,49.1501463,4,,,
PXXPWV,m,2010,2010,5.503080082,Person,4,wheels,spider,wheels,1,1,1,1,1,,,About once a day,,About once a week,1,1,1,1,1,66.0814676,5,FALSE,,
PZ5DPJ,f,1170,1178,3.225188227,AI,3,spider,wheels,spider,1,0,0,0,0,4,no experience with coding,Less than once a week,About once a day,About once a day,1,1,1,1,1,38.7283427,3,TRUE,TRUE,TRUE
,,,2301,6.299794661,AI,2,wheels,spider,wheels,1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,,1,1,1,1,1,75.64848604,6,,FALSE,FALSE
,,,2445,6.694045175,AI,3,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,Several times a day,About once a week,,1,1,1,1,1,80.38268074,6,,FALSE,FALSE
QCPV75,m,4500,4505,12.3340178,AI,2,wheels,spider,spider,1,1,1,1,1,6,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a day,About once a day,1,1,1,1,0,148.1079659,12,TRUE,TRUE,TRUE
,,,4485,12.27926078,Person,4,wheels,spider,wheels,1,1,1,1,1,,,Less than once a week,Less than once a week,,1,1,1,1,1,147.4504389,12,,FALSE,
QdRUdL,m,4170,4168,11.41136208,Person,4,wheels,spider,wheels,1,1,1,1,1,,coding class at school,About once a day,Less than once a week,About once a week,1,1,1,1,1,137.0286353,11,FALSE,FALSE,
QE3QBc,m,3270,3284,8.991101985,AI,4,wheels,spider,wheels,1,1,1,1,1,2,coding class at school,Several times a day,Several times a day,Several times a day,1,1,1,1,1,107.9659401,8,TRUE,TRUE,TRUE
QMLL2R,m,1530,1524,4.1724846,Person,3,spider,wheels,wheels,1,1,1,1,1,2,no experience with coding,Less than once a week,Less than once a week,Never,1,1,1,1,0,50.10356051,4,FALSE,FALSE,TRUE
QRZ4QE,f,1530,1530,4.188911704,Person,2,wheels,spider,spider,1,1,1,1,1,1,no experience with coding,About once a day,Never,Never,1,1,1,1,0,50.30081862,4,FALSE,FALSE,FALSE
QTNWUY,,,2963,8.112251882,Person,2,wheels,spider,wheels,1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,Several times a day,1,1,1,1,1,97.41263109,8,TRUE,FALSE,TRUE
QVDCEG,f,2760,2768,7.578370979,AI,3,spider,wheels,spider,1,0,0,0,0,3,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1,91.00174245,7,TRUE,TRUE,TRUE
QVSRQC,f,1980,1981,5.423682409,Person,1,spider,wheels,spider,1,0,0,0,0,,no experience with coding,,,,1,1,1,1,1,65.12805339,5,,,
QZ77BB,m,1500,1515,4.147843943,Person,1,spider,wheels,wheels,1,1,1,0,0.666666667,0,no experience with coding,About once a week,Never,Never,1,1,1,1,0,49.80767334,4,FALSE,FALSE,FALSE
R27BW6,m,5130,5122,14.02327173,Person,4,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,Several times a day,,,1,1,1,1,1,168.3926751,14,,,FALSE
RBWAXG,f,2370,2368,6.483230664,AI,2,wheels,spider,wheels,1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Less than once a week,About once a day,Never,1,1,1,1,1,77.85120163,6,FALSE,TRUE,TRUE
Rc27L6,f,5250,5257,14.39288159,AI,3,spider,wheels,wheels,1,1,1,1,1,2,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,0,172.8309827,14,TRUE,TRUE,TRUE
RC5T3R,f,3480,3480,9.527720739,AI,3,spider,wheels,spider,1,1,1,1,1,,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable),no experience with coding",,,,1,1,1,1,1,114.4097051,9,,,
RCAU4S,f,1980,1993,5.456536619,AI,2,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,65.52256962,5,TRUE,TRUE,FALSE
RF7BV6,f,3030,3028,8.290212183,AI,4,wheels,spider,wheels,1,0,1,0,0.333333333,5,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,99.54959398,8,TRUE,TRUE,TRUE
,,,5013,13.724846,AI,1,spider,wheels,spider,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,,1,1,1,1,1,164.8091528,13,,FALSE,FALSE
RJ5WYZ,f,1290,1288,3.526351814,Person,2,wheels,spider,spider,1,1,1,1,1,0,no experience with coding,About once a day,Never,Never,1,1,1,1,0,42.34474143,3,FALSE,FALSE,FALSE
2cLdd2,f,3180,3019,8.265571526,Person,3,spider,wheels,spider,1,1,1,1,1,2,no experience with coding,About once a day,About once a week,About once a day,1,1,1,1,1,99.25370681,8,TRUE,FALSE,TRUE
RL56d4,m,3060,3054,8.361396304,Person,1,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,Several times a day,Never,About once a week,1,1,1,1,1,100.4043791,8,FALSE,FALSE,FALSE
RL5F7C,m,1590,1578,4.320328542,Person,1,spider,wheels,spider,1,0,0,0,0,4,,About once a day,About once a day,About once a day,1,1,1,1,1,51.87888352,4,TRUE,TRUE,TRUE
RPWSSB,,,2965,8.117727584,AI,4,wheels,spider,wheels,1,1,1,0,0.666666667,2,after school programs or camps related to coding,Several times a day,,About once a day,1,1,1,1,1,97.4783838,8,TRUE,,TRUE
RTVEE7,m,1560,1572,4.303901437,Person,3,spider,wheels,wheels,1,0,0,0,0,0,no experience with coding,About once a day,,,1,1,1,1,0,51.68162541,4,,,FALSE
3G522Y,f,2460,2064,5.650924025,AI,4,wheels,spider,wheels,1,1,1,1,1,,,,,,1,1,1,1,1,67.85679061,5,,,
SCHcHE,m,3450,3425,9.377138946,AI,2,wheels,spider,wheels,1,1,1,1,1,2,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,About once a day,1,1,1,1,1,112.6015057,9,TRUE,FALSE,TRUE
SCHcHE,m,3450,3425,9.377138946,AI,3,spider,wheels,spider,1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,About once a day,1,1,1,1,1,112.6015057,9,TRUE,FALSE,FALSE
SCMMCA,f,3150,3147,8.616016427,Person,1,spider,wheels,spider,1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a day,Several times a day,1,1,1,1,1,103.4618799,8,TRUE,TRUE,TRUE
SHWDdD,m,5310,5302,14.51608487,AI,3,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,Less than once a week,Never,Never,1,1,1,1,1,174.3104185,14,FALSE,FALSE,FALSE
SL5H56,f,4260,4245,11.62217659,AI,4,wheels,spider,wheels,1,1,1,1,1,4,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a day,1,1,1,1,1,139.5601144,11,TRUE,TRUE,TRUE
SQPHC7,f,2310,2303,6.305270363,Person,4,wheels,spider,wheels,1,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Never,1,1,1,1,1,75.71423875,6,FALSE,FALSE,FALSE
T7C2LP,f,4950,4943,13.53319644,Person,2,wheels,spider,wheels,1,1,1,1,1,3,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,1,162.5078081,13,TRUE,TRUE,TRUE
TDSRAc,f,4770,4766,13.04859685,Person,3,spider,wheels,spider,1,1,1,1,1,,no experience with coding,About once a day,,About once a week,1,1,1,1,1,156.6886938,13,FALSE,,
THHUXY,f,2790,2778,7.605749487,Person,4,wheels,spider,wheels,1,1,0,1,0.666666667,1,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1,91.33050597,7,FALSE,FALSE,FALSE
TRMZMN,f,2400,2391,6.546201232,Person,2,wheels,spider,wheels,1,0,0,0,0,0,coding class at school,Several times a day,Never,Never,1,1,1,1,1,78.60735773,6,FALSE,FALSE,FALSE
U2YQXC,m,3870,3873,10.6036961,Person,2,wheels,spider,wheels,1,1,1,1,1,0,"coding class at school,after school programs or camps related to coding",About once a day,,,1,1,1,1,1,127.3301115,10,,,FALSE
U2YQXC,m,3870,3873,10.6036961,Person,2,wheels,spider,wheels,1,1,1,1,1,0,"coding class at school,after school programs or camps related to coding",About once a day,Never,Never,1,1,1,1,1,127.3301115,10,FALSE,FALSE,FALSE
U32dEc,m,4950,4954,13.5633128,AI,1,spider,wheels,spider,1,1,1,1,1,3,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Less than once a week,Several times a day,About once a day,1,1,1,1,1,162.869448,13,TRUE,TRUE,TRUE
UAPd65,m,3060,3070,8.405201916,AI,2,wheels,spider,wheels,1,0,1,1,0.666666667,6,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1,100.9304008,8,TRUE,TRUE,TRUE
,,,3324,9.100616016,AI,1,spider,wheels,spider,1,1,1,1,1,2,no experience with coding,Several times a day,About once a week,,1,1,1,1,1,109.2809942,9,,FALSE,TRUE
UEXRGR,m,3300,3289,9.004791239,AI,2,wheels,spider,wheels,1,0,0,0,0,,,About once a day,,,1,1,1,1,1,108.1303219,9,,,
UFEZMT,f,3870,3861,10.57084189,Person,4,wheels,spider,wheels,1,1,1,1,1,4,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1,126.9355952,10,TRUE,TRUE,TRUE
UGcYTS,f,2970,2970,8.131416838,AI,1,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,97.64276556,8,TRUE,TRUE,FALSE
UK5MMG,,,3720,10.18480493,Person,1,spider,wheels,spider,1,1,1,0,0.666666667,3,after school programs or camps related to coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,122.3000296,10,TRUE,TRUE,TRUE
UKBcFN,m,4440,4425,12.11498973,AI,3,spider,wheels,spider,1,1,1,1,1,1,coding class at school,Several times a day,About once a day,,1,1,1,1,1,145.4778578,12,,TRUE,FALSE
,,,3398,9.303216975,Person,2,wheels,spider,wheels,1,1,1,1,1,,,About once a day,,,1,1,1,1,1,111.7138442,9,,,
UPcFPQ,f,1170,1167,3.195071869,AI,2,wheels,spider,wheels,1,0,1,0,0.333333333,1,no experience with coding,Several times a day,Less than once a week,,1,1,1,1,1,38.36670283,3,,FALSE,FALSE
UPTL7Y,m,3720,3706,10.14647502,Person,1,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,About once a week,Several times a day,Never,1,1,1,1,1,121.8397607,10,FALSE,TRUE,FALSE
UQYP3K,f,2160,2164,5.924709103,Person,2,wheels,spider,spider,1,1,1,1,1,0,no experience with coding,About once a day,Never,Never,1,1,1,1,0,71.14442581,5,FALSE,FALSE,FALSE
USPAM2,f,4920,4918,13.46475017,Person,1,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,,,,1,1,1,1,1,161.6858993,13,,,FALSE
USPAM2,f,4920,4918,13.46475017,Person,2,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,1,161.6858993,13,TRUE,TRUE,FALSE
UYRcFH,f,4650,4640,12.70362765,AI,2,wheels,spider,spider,1,1,1,1,1,,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,About once a week,1,1,1,1,0,152.5462735,12,FALSE,FALSE,
UZG2dX,m,2940,2943,8.057494867,Person,2,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a week,Never,About once a day,1,1,1,1,1,96.75510405,8,TRUE,FALSE,TRUE
V3dN5D,m,4890,4881,13.36344969,Person,4,wheels,spider,wheels,1,1,1,1,1,4,after school programs or camps related to coding,Several times a day,About once a day,About once a day,1,1,1,1,1,160.4694743,13,TRUE,TRUE,TRUE
V5REVB,m,1500,1489,4.076659822,Person,4,wheels,spider,spider,1,0,0,0,0,0,no experience with coding,Never,Never,Never,1,1,1,1,0,48.95288819,4,FALSE,FALSE,FALSE
,,,2692,7.370294319,AI,2,wheels,spider,wheels,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,,1,1,1,1,1,88.50313969,7,,FALSE,FALSE
,,,3467,9.492128679,AI,4,wheels,spider,wheels,1,0,0,0,0,,,Less than once a week,,,1,1,1,1,1,113.9823125,9,,,
,,,2928,8.016427105,AI,3,spider,wheels,spider,1,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Less than once a week,Less than once a week,,1,1,1,1,1,96.26195877,8,,FALSE,FALSE
VB2XLF,m,4110,4100,11.22518823,AI,1,spider,wheels,spider,1,1,1,1,1,,,Several times a day,,About once a week,1,1,1,1,1,134.7930434,11,FALSE,,
Vc73T7,m,4110,4112,11.25804244,Person,3,spider,wheels,spider,1,1,1,1,1,8,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1,135.1875596,11,TRUE,TRUE,TRUE
VdM6UX,m,2880,2886,7.901437372,Person,4,wheels,spider,wheels,1,1,1,1,1,1,,About once a day,Never,About once a day,1,1,1,1,1,94.88115199,7,TRUE,FALSE,FALSE
VEYGC2,m,3840,3825,10.47227926,AI,1,spider,wheels,spider,1,1,1,1,1,1,after school programs or camps related to coding,Several times a day,,About once a day,1,1,1,1,1,125.7520466,10,TRUE,,FALSE
,,,3473,9.508555784,Person,2,wheels,spider,wheels,1,1,1,1,1,3,no experience with coding,Several times a day,,,1,1,1,1,1,114.1795706,9,,,TRUE
VGYA6F,,,3242,8.876112252,Person,2,wheels,spider,wheels,1,1,1,0,0.666666667,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1,106.5851333,8,TRUE,TRUE,TRUE
VHTSRV,m,3390,3378,9.248459959,AI,3,spider,wheels,spider,1,1,1,1,1,4,,About once a day,About once a day,About once a day,1,1,1,1,1,111.0563172,9,TRUE,TRUE,TRUE
VJ5H2T,o,5160,5175,14.16837782,AI,4,wheels,spider,spider,1,1,1,1,1,0,no experience with coding,About once a day,Less than once a week,About once a day,1,1,1,1,0,170.1351218,14,TRUE,FALSE,FALSE
,,,4364,11.94798084,Person,4,wheels,spider,wheels,1,1,1,1,1,4,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,,1,1,1,1,1,143.4724003,11,,FALSE,TRUE
VR4LYE,m,4500,4510,12.34770705,Person,2,wheels,spider,wheels,1,1,1,1,1,,coding class at school,About once a day,Never,About once a week,1,1,1,1,1,148.2723477,12,FALSE,FALSE,
VRHSL4,f,3450,3452,9.451060917,AI,1,spider,wheels,spider,1,1,1,1,1,,,Several times a day,,About once a week,1,1,1,1,1,113.4891672,9,FALSE,,
VRRTXM,f,3540,3545,9.70568104,AI,1,spider,wheels,spider,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,Never,1,1,1,1,1,116.546668,9,FALSE,FALSE,FALSE
VX7XXc,m,5040,5055,13.83983573,Person,1,spider,wheels,spider,1,1,1,1,1,5,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a day,1,1,1,1,1,166.1899596,13,TRUE,TRUE,TRUE
VZ53KA,f,4110,4123,11.2881588,Person,4,wheels,spider,wheels,1,1,1,1,1,4,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1,135.5491995,11,TRUE,TRUE,TRUE
W3c3ZK,m,5580,5583,15.28542094,AI,2,wheels,spider,spider,1,1,1,1,1,,coding class at school,,,,1,1,1,1,0,183.5486734,15,,,
W575AK,f,2790,2793,7.646817248,AI,4,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1,91.82365125,7,TRUE,TRUE,TRUE
WDETH6,m,2670,2665,7.296372348,Person,4,wheels,spider,wheels,1,1,1,1,1,1,no experience with coding,About once a week,Several times a day,Several times a day,1,1,1,1,1,87.61547819,7,TRUE,TRUE,FALSE
,,,3998,10.94592745,AI,2,wheels,spider,wheels,1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,,1,1,1,1,1,131.4396555,10,,FALSE,FALSE
WDY6c7,f,2550,2556,6.997946612,Person,3,spider,wheels,spider,1,1,1,1,1,2,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,1,84.03195581,6,TRUE,TRUE,TRUE
,,,1905,5.215605749,Person,4,wheels,spider,spider,1,1,1,0,0.666666667,3,no experience with coding,About once a week,About once a week,,1,1,1,1,0,62.62945064,5,,FALSE,TRUE
WMJVGR,m,3000,3001,8.216290212,Person,3,spider,wheels,spider,1,1,1,0,0.666666667,2,no experience with coding,Never,Less than once a week,Never,1,1,1,1,1,98.66193247,8,FALSE,FALSE,TRUE
WPK4FZ,m,2760,2764,7.567419576,AI,4,wheels,spider,wheels,1,0,0,1,0.333333333,1,no experience with coding,About once a day,About once a day,Several times a day,1,1,1,1,1,90.87023704,7,TRUE,TRUE,FALSE
WQGT5Y,m,1200,1200,3.285420945,AI,1,spider,wheels,wheels,1,0,0,0,0,0,no experience with coding,About once a week,Never,Never,1,1,1,1,0,39.45162245,3,FALSE,FALSE,FALSE
WQU6QW,f,5190,5181,14.18480493,AI,3,spider,wheels,wheels,1,1,1,1,1,6,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,About once a day,About once a day,1,1,1,1,0,170.3323799,14,TRUE,TRUE,TRUE
WUBBEK,m,2640,2652,7.260780287,Person,3,spider,wheels,spider,1,1,0,1,0.666666667,3,no experience with coding,About once a week,Never,Never,1,1,1,1,1,87.18808561,7,FALSE,FALSE,TRUE
WUCdQ6,m,4830,4825,13.21013005,Person,3,spider,wheels,spider,1,1,1,1,1,12,coding class at school,About once a day,Several times a day,Several times a day,1,1,1,1,1,158.6283986,13,TRUE,TRUE,TRUE
WYSHT3,m,4980,4971,13.60985626,AI,4,wheels,spider,wheels,1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a week,About once a week,1,1,1,1,1,163.428346,13,FALSE,FALSE,FALSE
X3U2KL,m,3300,3302,9.040383299,AI,4,wheels,spider,spider,1,1,1,1,1,2,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,,1,1,1,1,0,108.5577144,9,,TRUE,TRUE
XAVQXc,f,2100,2106,5.765913758,Person,1,spider,wheels,wheels,1,0,0,1,0.333333333,1,no experience with coding,Less than once a week,Never,Never,1,1,1,1,0,69.2375974,5,FALSE,FALSE,FALSE
XC7SMU,m,4050,4044,11.07186858,Person,4,wheels,spider,wheels,1,1,1,1,1,4,after school programs or camps related to coding,About once a day,About once a day,About once a day,1,1,1,1,1,132.9519676,11,TRUE,TRUE,TRUE
Xd7JWC,m,2010,2006,5.492128679,Person,1,spider,wheels,spider,1,1,1,1,1,3,no experience with coding,About once a day,About once a week,About once a day,1,1,1,1,1,65.94996219,5,TRUE,FALSE,TRUE
XdAMGC,f,2550,2537,6.945927447,Person,2,wheels,spider,wheels,1,1,1,1,1,3,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1,83.40730513,6,TRUE,TRUE,TRUE
XEKPSB,f,1980,1981,5.423682409,AI,2,wheels,spider,wheels,1,1,1,1,1,,,,,,1,1,1,1,1,65.12805339,5,,,
,,,2403,6.579055441,AI,2,wheels,spider,wheels,1,1,1,1,1,0,no experience with coding,Less than once a week,,,1,1,1,1,1,79.00187395,6,,,FALSE
,,,4178,11.43874059,Person,1,spider,wheels,spider,1,0,0,0,0,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,,1,1,1,1,1,137.3573988,11,,FALSE,FALSE
XNAGCD,f,2310,2297,6.288843258,Person,3,spider,wheels,spider,1,0,0,0,0,2,no experience with coding,Several times a day,Less than once a week,Never,1,1,1,1,1,75.51698064,6,FALSE,FALSE,TRUE
XQc656,m,2490,2491,6.819986311,Person,1,spider,wheels,spider,1,1,1,1,1,1,no experience with coding,About once a day,Never,Never,1,1,1,1,1,81.89499293,6,FALSE,FALSE,FALSE
XQJNFQ,m,3510,3503,9.590691307,Person,4,wheels,spider,wheels,1,1,1,1,1,2,coding class at school,Never,About once a week,,1,1,1,1,1,115.1658612,9,,FALSE,TRUE
XQS345,f,1140,1153,3.156741958,Person,2,wheels,spider,spider,1,0,1,0,0.333333333,0,no experience with coding,About once a day,Never,About once a week,1,1,1,1,0,37.9064339,3,FALSE,FALSE,FALSE
XS57KJ,m,2190,2181,5.971252567,AI,4,wheels,spider,wheels,1,1,1,1,1,3,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1,71.7033238,5,FALSE,FALSE,TRUE
,,,2469,6.759753593,Person,1,spider,wheels,spider,1,1,1,1,1,0,no experience with coding,Several times a day,Never,,1,1,1,1,1,81.17171319,6,,FALSE,FALSE
XYX3RT,m,4680,4679,12.81040383,Person,1,spider,wheels,spider,1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,About once a day,1,1,1,1,1,153.8284512,12,TRUE,FALSE,FALSE
Y2M3FQ,f,4230,4226,11.57015743,Person,4,wheels,spider,wheels,1,1,1,1,1,,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,1,138.9354637,11,TRUE,TRUE,
Y324M2,m,4710,4710,12.89527721,Person,3,spider,wheels,wheels,1,1,1,1,1,,,About once a day,,Several times a day,1,1,1,1,0,154.8476181,12,TRUE,,
Y4MHXV,m,2160,2164,5.924709103,Person,4,wheels,spider,wheels,1,1,1,1,1,,,,,,1,1,1,1,1,71.14442581,5,,,
Y5C3MY,m,2880,2874,7.868583162,Person,2,wheels,spider,wheels,1,1,1,1,1,6,coding class at school,About once a week,About once a day,Several times a day,1,1,1,1,1,94.48663576,7,TRUE,TRUE,TRUE
YAEUF5,m,5670,5681,15.55373032,Person,2,wheels,spider,wheels,1,1,1,1,1,1,coding class at school,Several times a day,Never,About once a week,1,1,1,1,1,186.7705559,15,FALSE,FALSE,FALSE
YFE323,m,2040,2052,5.618069815,AI,1,spider,wheels,spider,1,1,1,1,1,4,no experience with coding,About once a week,About once a week,,1,1,1,1,1,67.46227439,5,,FALSE,TRUE
YFLMKE,m,2490,2486,6.806297057,AI,2,wheels,spider,wheels,1,1,1,1,1,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1,81.73061117,6,TRUE,TRUE,TRUE
YHGER6,f,3660,3660,10.02053388,Person,4,wheels,spider,wheels,1,1,1,1,1,0,coding class at school,Several times a day,,Several times a day,1,1,1,1,1,120.3274485,10,TRUE,,FALSE
